year,month,place,state,rainfall_mm,rainfall_3day,temperature_c,humidity_percent,elevation_m,soil_type,slope_deg,flood
2022,12,Visakhapatnam,Andhra Pradesh,89.39,38.26,32.8,63.3,45,Red Soil,5,0
2023,12,Visakhapatnam,Andhra Pradesh,381.51,103.45,29.0,80.1,45,Red Soil,5,1
2024,12,Visakhapatnam,Andhra Pradesh,29.42,10.05,33.4,58.4,45,Red Soil,5,0
2025,12,Visakhapatnam,Andhra Pradesh,73.74,25.38,32.5,67.4,45,Red Soil,5,0
2015,1,Thiruvananthapuram,Kerala,127.76,45.11,30.5,58.3,10,Laterite,3,0
2016,1,Thiruvananthapuram,Kerala,272.22,102.16,27.6,32.1,10,Laterite,3,0
2017,1,Thiruvananthapuram,Kerala,191.03,65.64,30.5,53.7,10,Laterite,3,0
2018,1,Thiruvananthapuram,Kerala,339.57,158.89,29.0,77.3,10,Laterite,3,1
2019,1,Thiruvananthapuram,Kerala,121.22,34.07,33.2,48.6,10,Laterite,3,0
2020,1,Thiruvananthapuram,Kerala,69.49,27.28,32.0,65.0,10,Laterite,3,0
2021,1,Thiruvananthapuram,Kerala,371.08,102.99,33.5,64.8,10,Laterite,3,0
2022,1,Thiruvananthapuram,Kerala,169.85,57.72,30.5,48.1,10,Laterite,3,0
2023,1,Thiruvananthapuram,Kerala,220.51,52.74,34.0,62.2,10,Laterite,3,0
2024,1,Thiruvananthapuram,Kerala,52.17,12.47,31.7,38.7,10,Laterite,3,0
2025,1,Thiruvananthapuram,Kerala,112.43,40.38,28.8,60.3,10,Laterite,3,0
2015,2,Thiruvananthapuram,Kerala,291.31,138.18,27.8,72.0,10,Laterite,3,0
2016,2,Thiruvananthapuram,Kerala,129.74,51.47,29.7,44.0,10,Laterite,3,0
2017,2,Thiruvananthapuram,Kerala,25.3,12.16,26.6,57.8,10,Laterite,3,0
2018,2,Thiruvananthapuram,Kerala,230.25,88.13,27.1,54.6,10,Laterite,3,0
2019,2,Thiruvananthapuram,Kerala,176.51,60.46,26.8,75.6,10,Laterite,3,1
2020,2,Thiruvananthapuram,Kerala,69.57,24.07,32.1,33.7,10,Laterite,3,0
2021,2,Thiruvananthapuram,Kerala,173.57,47.65,28.1,77.8,10,Laterite,3,0
2022,2,Thiruvananthapuram,Kerala,326.41,112.05,29.3,93.3,10,Laterite,3,1
2023,2,Thiruvananthapuram,Kerala,10.0,2.47,29.7,75.9,10,Laterite,3,0
2024,2,Thiruvananthapuram,Kerala,78.07,15.71,29.3,73.9,10,Laterite,3,0
2025,2,Thiruvananthapuram,Kerala,210.26,104.09,28.9,89.8,10,Laterite,3,1
2015,3,Thiruvananthapuram,Kerala,205.43,76.88,33.2,49.9,10,Laterite,3,0
2016,3,Thiruvananthapuram,Kerala,10.0,2.04,28.0,55.3,10,Laterite,3,0
2017,3,Thiruvananthapuram,Kerala,51.66,24.76,30.5,43.5,10,Laterite,3,0
2018,3,Thiruvananthapuram,Kerala,95.06,19.67,30.3,59.6,10,Laterite,3,0
2019,3,Thiruvananthapuram,Kerala,333.58,120.88,29.9,72.0,10,Laterite,3,1
2020,3,Thiruvananthapuram,Kerala,303.45,92.31,31.0,65.1,10,Laterite,3,0
2021,3,Thiruvananthapuram,Kerala,287.59,141.64,27.6,72.9,10,Laterite,3,1
2022,3,Thiruvananthapuram,Kerala,159.18,63.81,29.6,45.1,10,Laterite,3,0
2023,3,Thiruvananthapuram,Kerala,10.0,2.35,32.5,58.4,10,Laterite,3,0
2024,3,Thiruvananthapuram,Kerala,432.35,121.99,29.6,88.3,10,Laterite,3,1
2025,3,Thiruvananthapuram,Kerala,145.1,36.3,33.9,59.4,10,Laterite,3,0
2015,4,Thiruvananthapuram,Kerala,267.44,127.11,28.3,81.5,10,Laterite,3,1
2016,4,Thiruvananthapuram,Kerala,167.74,69.44,31.8,86.3,10,Laterite,3,0
2017,4,Thiruvananthapuram,Kerala,250.14,104.66,28.9,62.3,10,Laterite,3,0
2018,4,Thiruvananthapuram,Kerala,100.21,32.02,27.4,69.9,10,Laterite,3,0
2019,4,Thiruvananthapuram,Kerala,145.7,37.26,31.8,60.5,10,Laterite,3,0
2020,4,Thiruvananthapuram,Kerala,149.79,73.09,28.3,45.6,10,Laterite,3,0
2021,4,Thiruvananthapuram,Kerala,199.85,86.38,26.9,39.2,10,Laterite,3,0
2022,4,Thiruvananthapuram,Kerala,43.63,16.31,30.8,81.7,10,Laterite,3,0
2023,4,Thiruvananthapuram,Kerala,118.06,38.73,28.2,58.4,10,Laterite,3,0
2024,4,Thiruvananthapuram,Kerala,10.0,3.48,28.5,51.7,10,Laterite,3,0
2025,4,Thiruvananthapuram,Kerala,10.0,2.26,26.9,38.6,10,Laterite,3,0
2015,5,Thiruvananthapuram,Kerala,321.33,139.75,26.6,91.8,10,Laterite,3,1
2016,5,Thiruvananthapuram,Kerala,99.03,36.4,29.0,58.7,10,Laterite,3,0
2017,5,Thiruvananthapuram,Kerala,72.29,25.44,26.4,70.3,10,Laterite,3,0
2018,5,Thiruvananthapuram,Kerala,49.7,15.37,29.0,47.3,10,Laterite,3,0
2019,5,Thiruvananthapuram,Kerala,249.11,113.6,31.5,93.5,10,Laterite,3,1
2020,5,Thiruvananthapuram,Kerala,87.63,30.54,29.2,67.8,10,Laterite,3,0
2021,5,Thiruvananthapuram,Kerala,223.22,93.04,32.8,93.5,10,Laterite,3,0
2022,5,Thiruvananthapuram,Kerala,287.12,73.83,32.4,59.6,10,Laterite,3,0
2023,5,Thiruvananthapuram,Kerala,163.59,49.5,27.6,71.5,10,Laterite,3,0
2024,5,Thiruvananthapuram,Kerala,166.71,39.69,32.7,49.7,10,Laterite,3,0
2025,5,Thiruvananthapuram,Kerala,105.15,40.72,33.7,47.0,10,Laterite,3,0
2015,6,Thiruvananthapuram,Kerala,118.0,46.2,28.5,88.2,10,Laterite,3,1
2016,6,Thiruvananthapuram,Kerala,475.76,174.86,27.3,92.3,10,Laterite,3,1
2017,6,Thiruvananthapuram,Kerala,465.25,147.69,28.7,100.0,10,Laterite,3,1
2018,6,Thiruvananthapuram,Kerala,89.55,42.62,29.9,54.2,10,Laterite,3,0
2019,6,Thiruvananthapuram,Kerala,213.13,96.98,25.8,64.8,10,Laterite,3,0
2020,6,Thiruvananthapuram,Kerala,403.26,107.49,29.8,80.6,10,Laterite,3,1
2021,6,Thiruvananthapuram,Kerala,132.88,60.61,24.3,79.5,10,Laterite,3,1
2022,6,Thiruvananthapuram,Kerala,168.96,45.67,24.6,46.0,10,Laterite,3,0
2023,6,Thiruvananthapuram,Kerala,89.17,19.43,25.9,38.3,10,Laterite,3,0
2024,6,Thiruvananthapuram,Kerala,339.26,73.99,26.1,100.0,10,Laterite,3,1
2025,6,Thiruvananthapuram,Kerala,374.73,118.13,23.8,77.5,10,Laterite,3,1
2015,7,Thiruvananthapuram,Kerala,90.89,44.01,24.0,64.4,10,Laterite,3,0
2016,7,Thiruvananthapuram,Kerala,353.73,169.95,29.9,84.9,10,Laterite,3,1
2017,7,Thiruvananthapuram,Kerala,237.68,80.29,24.2,43.9,10,Laterite,3,0
2018,7,Thiruvananthapuram,Kerala,41.9,11.58,30.8,74.1,10,Laterite,3,0
2019,7,Thiruvananthapuram,Kerala,10.0,4.75,24.3,42.2,10,Laterite,3,0
2020,7,Thiruvananthapuram,Kerala,168.02,62.88,25.1,42.2,10,Laterite,3,0
2021,7,Thiruvananthapuram,Kerala,395.88,164.56,25.3,91.3,10,Laterite,3,1
2022,7,Thiruvananthapuram,Kerala,10.0,2.03,23.6,48.0,10,Laterite,3,0
2023,7,Thiruvananthapuram,Kerala,278.19,56.42,28.1,61.5,10,Laterite,3,0
2024,7,Thiruvananthapuram,Kerala,273.3,98.65,28.5,56.5,10,Laterite,3,0
2025,7,Thiruvananthapuram,Kerala,30.11,7.64,23.8,47.7,10,Laterite,3,0
2015,8,Thiruvananthapuram,Kerala,317.67,142.48,26.6,84.7,10,Laterite,3,1
2016,8,Thiruvananthapuram,Kerala,397.82,167.87,28.8,93.5,10,Laterite,3,1
2017,8,Thiruvananthapuram,Kerala,291.27,80.26,23.5,86.8,10,Laterite,3,1
2018,8,Thiruvananthapuram,Kerala,263.17,80.73,24.0,85.8,10,Laterite,3,1
2019,8,Thiruvananthapuram,Kerala,286.5,60.63,24.9,60.3,10,Laterite,3,0
2020,8,Thiruvananthapuram,Kerala,10.0,2.71,30.2,41.3,10,Laterite,3,0
2021,8,Thiruvananthapuram,Kerala,259.93,110.84,28.1,82.5,10,Laterite,3,1
2022,8,Thiruvananthapuram,Kerala,286.34,115.75,29.1,53.3,10,Laterite,3,0
2023,8,Thiruvananthapuram,Kerala,126.88,48.98,27.9,91.2,10,Laterite,3,0
2024,8,Thiruvananthapuram,Kerala,121.43,55.83,28.3,62.2,10,Laterite,3,0
2025,8,Thiruvananthapuram,Kerala,492.84,191.43,28.7,88.3,10,Laterite,3,1
2015,9,Thiruvananthapuram,Kerala,186.51,71.71,32.8,80.4,10,Laterite,3,0
2016,9,Thiruvananthapuram,Kerala,200.03,40.96,27.5,45.7,10,Laterite,3,0
2017,9,Thiruvananthapuram,Kerala,23.65,8.72,33.4,46.8,10,Laterite,3,0
2018,9,Thiruvananthapuram,Kerala,66.84,33.26,32.9,68.0,10,Laterite,3,0
2019,9,Thiruvananthapuram,Kerala,279.69,70.09,28.1,87.3,10,Laterite,3,1
2020,9,Thiruvananthapuram,Kerala,10.0,3.29,31.1,73.4,10,Laterite,3,1
2021,9,Thiruvananthapuram,Kerala,390.87,143.91,26.8,100.0,10,Laterite,3,1
2022,9,Thiruvananthapuram,Kerala,75.08,16.78,27.0,66.4,10,Laterite,3,0
2023,9,Thiruvananthapuram,Kerala,185.05,84.65,29.5,75.3,10,Laterite,3,1
2024,9,Thiruvananthapuram,Kerala,134.73,48.84,29.2,63.5,10,Laterite,3,0
2025,9,Thiruvananthapuram,Kerala,176.04,58.14,30.2,42.4,10,Laterite,3,0
2015,10,Thiruvananthapuram,Kerala,262.94,67.96,24.6,88.6,10,Laterite,3,1
2016,10,Thiruvananthapuram,Kerala,126.88,53.57,26.2,60.6,10,Laterite,3,0
2017,10,Thiruvananthapuram,Kerala,200.91,79.45,26.6,52.9,10,Laterite,3,0
2018,10,Thiruvananthapuram,Kerala,278.58,97.11,23.7,89.1,10,Laterite,3,1
2019,10,Thiruvananthapuram,Kerala,358.83,158.65,26.8,83.8,10,Laterite,3,1
2020,10,Thiruvananthapuram,Kerala,10.0,4.25,25.7,65.7,10,Laterite,3,0
2021,10,Thiruvananthapuram,Kerala,116.86,26.6,25.9,44.8,10,Laterite,3,0
2022,10,Thiruvananthapuram,Kerala,129.93,34.4,26.2,88.1,10,Laterite,3,1
2023,10,Thiruvananthapuram,Kerala,288.33,68.22,24.0,82.0,10,Laterite,3,1
2024,10,Thiruvananthapuram,Kerala,288.88,87.25,28.4,77.7,10,Laterite,3,1
2025,10,Thiruvananthapuram,Kerala,234.87,114.78,26.4,69.9,10,Laterite,3,1
2015,11,Thiruvananthapuram,Kerala,229.37,69.65,23.4,38.6,10,Laterite,3,0
2016,11,Thiruvananthapuram,Kerala,10.0,2.14,29.8,61.1,10,Laterite,3,0
2017,11,Thiruvananthapuram,Kerala,18.26,8.8,27.9,67.7,10,Laterite,3,0
2018,11,Thiruvananthapuram,Kerala,10.0,4.36,24.5,64.9,10,Laterite,3,0
2019,11,Thiruvananthapuram,Kerala,186.68,86.06,23.2,78.2,10,Laterite,3,1
2020,11,Thiruvananthapuram,Kerala,186.47,43.76,25.7,75.5,10,Laterite,3,0
2021,11,Thiruvananthapuram,Kerala,249.38,118.78,28.8,90.7,10,Laterite,3,1
2022,11,Thiruvananthapuram,Kerala,225.4,48.84,29.6,48.5,10,Laterite,3,0
2023,11,Thiruvananthapuram,Kerala,359.77,94.72,24.6,69.7,10,Laterite,3,1
2024,11,Thiruvananthapuram,Kerala,118.8,52.6,23.1,63.8,10,Laterite,3,0
2025,11,Thiruvananthapuram,Kerala,163.44,45.48,24.7,57.3,10,Laterite,3,0
2015,12,Thiruvananthapuram,Kerala,333.62,146.65,29.8,41.6,10,Laterite,3,0
2016,12,Thiruvananthapuram,Kerala,133.63,39.33,32.2,79.6,10,Laterite,3,0
2017,12,Thiruvananthapuram,Kerala,173.93,56.64,28.9,53.8,10,Laterite,3,0
2018,12,Thiruvananthapuram,Kerala,249.98,61.78,29.3,44.0,10,Laterite,3,0
2019,12,Thiruvananthapuram,Kerala,142.37,57.67,30.4,44.1,10,Laterite,3,0
2020,12,Thiruvananthapuram,Kerala,10.0,4.84,33.3,62.7,10,Laterite,3,0
2021,12,Thiruvananthapuram,Kerala,10.0,3.84,30.8,48.1,10,Laterite,3,0
2022,12,Thiruvananthapuram,Kerala,177.69,52.6,26.7,48.7,10,Laterite,3,0
2023,12,Thiruvananthapuram,Kerala,140.66,42.85,30.0,60.8,10,Laterite,3,0
2024,12,Thiruvananthapuram,Kerala,293.66,85.78,27.9,100.0,10,Laterite,3,1
2025,12,Thiruvananthapuram,Kerala,170.98,36.53,27.9,65.4,10,Laterite,3,0
2015,1,Coorg,Karnataka,129.14,37.97,29.5,41.4,900,Laterite,15,0
2016,1,Coorg,Karnataka,114.65,56.78,25.7,76.4,900,Laterite,15,0
2017,1,Coorg,Karnataka,10.0,3.87,25.3,63.1,900,Laterite,15,0
2018,1,Coorg,Karnataka,18.09,8.82,28.5,52.0,900,Laterite,15,0
2019,1,Coorg,Karnataka,269.36,124.54,29.5,58.9,900,Laterite,15,0
2020,1,Coorg,Karnataka,406.59,150.97,29.7,100.0,900,Laterite,15,1
2021,1,Coorg,Karnataka,186.09,88.54,28.8,46.5,900,Laterite,15,0
2022,1,Coorg,Karnataka,10.0,2.65,25.0,60.8,900,Laterite,15,0
2023,1,Coorg,Karnataka,475.98,222.94,30.5,75.8,900,Laterite,15,1
2024,1,Coorg,Karnataka,105.41,27.86,29.7,35.5,900,Laterite,15,0
2025,1,Coorg,Karnataka,346.58,138.86,26.7,67.1,900,Laterite,15,1
2015,2,Coorg,Karnataka,58.85,13.97,27.1,73.4,900,Laterite,15,0
2016,2,Coorg,Karnataka,102.5,31.52,25.7,89.0,900,Laterite,15,0
2017,2,Coorg,Karnataka,10.0,2.45,24.6,82.6,900,Laterite,15,0
2018,2,Coorg,Karnataka,76.08,18.1,25.7,51.3,900,Laterite,15,0
2019,2,Coorg,Karnataka,169.13,63.24,29.6,56.9,900,Laterite,15,0
2020,2,Coorg,Karnataka,178.75,68.23,30.6,75.7,900,Laterite,15,0
2021,2,Coorg,Karnataka,10.0,4.13,27.9,69.5,900,Laterite,15,0
2022,2,Coorg,Karnataka,163.54,43.53,25.5,74.1,900,Laterite,15,0
2023,2,Coorg,Karnataka,10.0,2.93,31.7,67.2,900,Laterite,15,0
2024,2,Coorg,Karnataka,358.85,104.08,27.2,86.8,900,Laterite,15,1
2025,2,Coorg,Karnataka,206.81,45.23,26.8,69.0,900,Laterite,15,0
2015,3,Coorg,Karnataka,547.64,118.78,25.7,89.3,900,Laterite,15,1
2016,3,Coorg,Karnataka,140.67,61.32,28.0,76.5,900,Laterite,15,0
2017,3,Coorg,Karnataka,314.64,118.0,30.8,68.7,900,Laterite,15,0
2018,3,Coorg,Karnataka,284.92,91.53,25.9,100.0,900,Laterite,15,1
2019,3,Coorg,Karnataka,139.56,65.39,28.8,100.0,900,Laterite,15,0
2020,3,Coorg,Karnataka,109.3,38.59,29.6,45.5,900,Laterite,15,0
2021,3,Coorg,Karnataka,106.83,45.76,25.7,59.2,900,Laterite,15,0
2022,3,Coorg,Karnataka,37.65,9.54,25.8,64.9,900,Laterite,15,0
2023,3,Coorg,Karnataka,10.0,3.17,26.2,84.8,900,Laterite,15,0
2024,3,Coorg,Karnataka,10.0,3.06,26.1,55.7,900,Laterite,15,0
2025,3,Coorg,Karnataka,10.0,4.31,26.7,38.7,900,Laterite,15,0
2015,4,Coorg,Karnataka,72.93,18.98,27.4,45.6,900,Laterite,15,0
2016,4,Coorg,Karnataka,10.0,2.18,26.7,78.5,900,Laterite,15,0
2017,4,Coorg,Karnataka,281.81,124.49,30.1,52.7,900,Laterite,15,0
2018,4,Coorg,Karnataka,54.42,14.02,27.5,80.5,900,Laterite,15,0
2019,4,Coorg,Karnataka,101.91,40.15,27.5,78.9,900,Laterite,15,0
2020,4,Coorg,Karnataka,155.8,77.78,28.9,72.7,900,Laterite,15,1
2021,4,Coorg,Karnataka,293.73,79.61,31.4,83.4,900,Laterite,15,1
2022,4,Coorg,Karnataka,145.11,60.99,30.4,51.1,900,Laterite,15,0
2023,4,Coorg,Karnataka,191.16,57.13,26.0,73.9,900,Laterite,15,0
2024,4,Coorg,Karnataka,129.61,64.35,28.2,59.4,900,Laterite,15,0
2025,4,Coorg,Karnataka,397.9,172.68,29.7,94.6,900,Laterite,15,1
2015,5,Coorg,Karnataka,202.1,90.0,24.9,77.9,900,Laterite,15,0
2016,5,Coorg,Karnataka,201.61,89.27,27.7,54.8,900,Laterite,15,0
2017,5,Coorg,Karnataka,126.75,29.64,24.3,65.7,900,Laterite,15,0
2018,5,Coorg,Karnataka,263.52,115.64,30.8,58.3,900,Laterite,15,0
2019,5,Coorg,Karnataka,10.0,2.35,30.5,38.4,900,Laterite,15,0
2020,5,Coorg,Karnataka,385.61,162.35,31.5,81.6,900,Laterite,15,1
2021,5,Coorg,Karnataka,139.67,51.58,28.7,55.8,900,Laterite,15,0
2022,5,Coorg,Karnataka,370.04,114.54,30.9,84.8,900,Laterite,15,1
2023,5,Coorg,Karnataka,10.0,3.46,27.6,42.8,900,Laterite,15,0
2024,5,Coorg,Karnataka,124.1,31.2,26.3,48.7,900,Laterite,15,0
2025,5,Coorg,Karnataka,10.0,2.13,28.9,82.3,900,Laterite,15,0
2015,6,Coorg,Karnataka,64.29,19.65,25.9,60.3,900,Laterite,15,0
2016,6,Coorg,Karnataka,355.85,130.08,24.7,91.6,900,Laterite,15,1
2017,6,Coorg,Karnataka,135.84,41.56,21.5,55.6,900,Laterite,15,0
2018,6,Coorg,Karnataka,10.0,2.96,28.7,78.4,900,Laterite,15,0
2019,6,Coorg,Karnataka,136.68,64.25,26.3,61.8,900,Laterite,15,0
2020,6,Coorg,Karnataka,179.4,80.7,24.4,85.0,900,Laterite,15,1
2021,6,Coorg,Karnataka,10.0,2.79,24.4,64.6,900,Laterite,15,0
2022,6,Coorg,Karnataka,297.25,113.7,22.7,79.7,900,Laterite,15,1
2023,6,Coorg,Karnataka,305.36,130.47,22.4,42.5,900,Laterite,15,0
2024,6,Coorg,Karnataka,324.53,106.46,25.0,72.7,900,Laterite,15,1
2025,6,Coorg,Karnataka,234.82,56.46,25.2,96.4,900,Laterite,15,1
2015,7,Coorg,Karnataka,416.53,100.6,23.2,85.2,900,Laterite,15,1
2016,7,Coorg,Karnataka,83.37,17.83,23.2,72.0,900,Laterite,15,0
2017,7,Coorg,Karnataka,88.25,32.6,24.5,41.4,900,Laterite,15,0
2018,7,Coorg,Karnataka,326.24,94.23,22.9,94.1,900,Laterite,15,1
2019,7,Coorg,Karnataka,498.77,207.34,24.6,85.3,900,Laterite,15,1
2020,7,Coorg,Karnataka,201.12,75.33,25.8,77.8,900,Laterite,15,1
2021,7,Coorg,Karnataka,10.0,2.81,25.4,68.5,900,Laterite,15,0
2022,7,Coorg,Karnataka,234.76,50.41,24.2,78.9,900,Laterite,15,1
2023,7,Coorg,Karnataka,123.82,38.63,21.1,63.3,900,Laterite,15,0
2024,7,Coorg,Karnataka,132.25,31.23,22.2,86.7,900,Laterite,15,1
2025,7,Coorg,Karnataka,159.31,62.82,26.1,67.4,900,Laterite,15,0
2015,8,Coorg,Karnataka,265.85,120.46,22.0,89.4,900,Laterite,15,1
2016,8,Coorg,Karnataka,249.55,118.73,21.4,93.0,900,Laterite,15,1
2017,8,Coorg,Karnataka,241.51,59.99,28.6,94.9,900,Laterite,15,1
2018,8,Coorg,Karnataka,416.29,116.5,22.3,82.4,900,Laterite,15,1
2019,8,Coorg,Karnataka,42.6,20.37,26.9,46.2,900,Laterite,15,0
2020,8,Coorg,Karnataka,154.58,30.97,24.4,43.1,900,Laterite,15,0
2021,8,Coorg,Karnataka,10.0,2.05,25.2,63.0,900,Laterite,15,0
2022,8,Coorg,Karnataka,401.87,114.98,26.9,83.0,900,Laterite,15,1
2023,8,Coorg,Karnataka,183.23,76.33,28.4,40.1,900,Laterite,15,0
2024,8,Coorg,Karnataka,330.97,103.7,27.7,86.0,900,Laterite,15,1
2025,8,Coorg,Karnataka,222.44,58.75,28.6,45.4,900,Laterite,15,0
2015,9,Coorg,Karnataka,165.2,34.18,23.0,92.2,900,Laterite,15,1
2016,9,Coorg,Karnataka,94.67,38.6,21.9,90.8,900,Laterite,15,1
2017,9,Coorg,Karnataka,292.75,137.07,28.2,93.2,900,Laterite,15,1
2018,9,Coorg,Karnataka,191.74,72.6,22.7,86.8,900,Laterite,15,1
2019,9,Coorg,Karnataka,521.85,226.41,26.9,79.1,900,Laterite,15,1
2020,9,Coorg,Karnataka,113.59,53.15,26.7,96.2,900,Laterite,15,1
2021,9,Coorg,Karnataka,168.7,43.64,25.5,69.4,900,Laterite,15,0
2022,9,Coorg,Karnataka,538.23,236.47,24.2,89.1,900,Laterite,15,1
2023,9,Coorg,Karnataka,111.05,35.72,28.6,66.1,900,Laterite,15,1
2024,9,Coorg,Karnataka,228.79,108.46,23.4,58.9,900,Laterite,15,0
2025,9,Coorg,Karnataka,195.28,42.77,24.5,52.8,900,Laterite,15,0
2015,10,Coorg,Karnataka,191.94,76.03,23.8,52.6,900,Laterite,15,0
2016,10,Coorg,Karnataka,10.0,4.04,24.1,52.6,900,Laterite,15,0
2017,10,Coorg,Karnataka,180.71,52.32,29.4,71.3,900,Laterite,15,0
2018,10,Coorg,Karnataka,18.38,7.31,30.3,71.9,900,Laterite,15,0
2019,10,Coorg,Karnataka,10.0,4.16,24.3,65.6,900,Laterite,15,0
2020,10,Coorg,Karnataka,82.58,23.13,29.4,35.2,900,Laterite,15,0
2021,10,Coorg,Karnataka,80.11,28.44,26.0,78.8,900,Laterite,15,0
2022,10,Coorg,Karnataka,58.98,21.22,25.3,63.6,900,Laterite,15,0
2023,10,Coorg,Karnataka,337.15,156.33,26.5,98.3,900,Laterite,15,1
2024,10,Coorg,Karnataka,255.06,123.16,30.2,53.6,900,Laterite,15,0
2025,10,Coorg,Karnataka,68.31,19.73,27.6,77.9,900,Laterite,15,0
2015,11,Coorg,Karnataka,32.12,7.28,25.4,71.7,900,Laterite,15,0
2016,11,Coorg,Karnataka,184.28,86.76,24.1,66.8,900,Laterite,15,0
2017,11,Coorg,Karnataka,99.76,23.71,25.1,72.2,900,Laterite,15,0
2018,11,Coorg,Karnataka,10.0,2.1,25.4,55.0,900,Laterite,15,0
2019,11,Coorg,Karnataka,64.23,21.88,30.1,59.5,900,Laterite,15,0
2020,11,Coorg,Karnataka,274.58,72.49,30.7,48.3,900,Laterite,15,0
2021,11,Coorg,Karnataka,213.28,57.85,27.0,98.4,900,Laterite,15,1
2022,11,Coorg,Karnataka,10.0,4.56,29.1,47.4,900,Laterite,15,0
2023,11,Coorg,Karnataka,178.96,79.03,27.5,25.2,900,Laterite,15,0
2024,11,Coorg,Karnataka,43.67,21.4,26.7,48.1,900,Laterite,15,0
2025,11,Coorg,Karnataka,216.03,44.76,28.3,76.3,900,Laterite,15,0
2015,12,Coorg,Karnataka,206.15,89.42,27.0,85.9,900,Laterite,15,0
2016,12,Coorg,Karnataka,258.79,75.6,24.0,95.0,900,Laterite,15,1
2017,12,Coorg,Karnataka,416.71,108.59,29.0,89.6,900,Laterite,15,1
2018,12,Coorg,Karnataka,10.0,3.5,25.5,63.6,900,Laterite,15,0
2019,12,Coorg,Karnataka,15.82,3.94,24.7,65.8,900,Laterite,15,0
2020,12,Coorg,Karnataka,129.25,47.15,27.2,69.6,900,Laterite,15,0
2021,12,Coorg,Karnataka,64.27,29.84,26.3,65.8,900,Laterite,15,0
2022,12,Coorg,Karnataka,167.25,65.07,30.1,64.6,900,Laterite,15,0
2023,12,Coorg,Karnataka,102.51,27.9,24.3,51.1,900,Laterite,15,0
2024,12,Coorg,Karnataka,147.73,42.79,24.3,76.8,900,Laterite,15,0
2025,12,Coorg,Karnataka,10.0,4.08,31.1,64.6,900,Laterite,15,0
2015,1,Shillong,Meghalaya,51.92,12.91,25.7,42.4,1525,Forest Soil,20,0
2016,1,Shillong,Meghalaya,242.19,49.47,26.6,78.5,1525,Forest Soil,20,0
2017,1,Shillong,Meghalaya,189.87,88.85,24.7,44.5,1525,Forest Soil,20,0
2018,1,Shillong,Meghalaya,10.0,4.27,25.7,64.8,1525,Forest Soil,20,0
2019,1,Shillong,Meghalaya,98.22,36.2,27.4,32.5,1525,Forest Soil,20,0
2020,1,Shillong,Meghalaya,55.63,12.19,28.6,48.5,1525,Forest Soil,20,0
2021,1,Shillong,Meghalaya,109.66,49.31,29.8,45.6,1525,Forest Soil,20,0
2022,1,Shillong,Meghalaya,257.15,56.65,24.5,94.6,1525,Forest Soil,20,1
2023,1,Shillong,Meghalaya,268.64,98.03,23.9,89.5,1525,Forest Soil,20,1
2024,1,Shillong,Meghalaya,156.51,56.76,26.2,73.6,1525,Forest Soil,20,1
2025,1,Shillong,Meghalaya,10.0,4.27,24.4,50.7,1525,Forest Soil,20,0
2015,2,Shillong,Meghalaya,60.66,17.48,30.1,60.9,1525,Forest Soil,20,0
2016,2,Shillong,Meghalaya,222.2,46.58,24.1,60.8,1525,Forest Soil,20,0
2017,2,Shillong,Meghalaya,196.69,76.95,28.5,65.0,1525,Forest Soil,20,0
2018,2,Shillong,Meghalaya,171.97,83.07,27.3,68.7,1525,Forest Soil,20,0
2019,2,Shillong,Meghalaya,69.05,26.01,28.8,45.0,1525,Forest Soil,20,0
2020,2,Shillong,Meghalaya,165.01,76.5,28.5,76.9,1525,Forest Soil,20,0
2021,2,Shillong,Meghalaya,299.38,61.68,24.4,49.9,1525,Forest Soil,20,0
2022,2,Shillong,Meghalaya,213.87,56.16,26.5,55.6,1525,Forest Soil,20,0
2023,2,Shillong,Meghalaya,307.38,127.18,30.0,75.1,1525,Forest Soil,20,1
2024,2,Shillong,Meghalaya,396.19,84.85,22.3,100.0,1525,Forest Soil,20,1
2025,2,Shillong,Meghalaya,56.44,22.48,23.4,55.3,1525,Forest Soil,20,0
2015,3,Shillong,Meghalaya,101.59,41.81,23.9,71.8,1525,Forest Soil,20,1
2016,3,Shillong,Meghalaya,54.89,22.96,24.9,65.0,1525,Forest Soil,20,0
2017,3,Shillong,Meghalaya,144.43,64.44,22.9,28.8,1525,Forest Soil,20,0
2018,3,Shillong,Meghalaya,64.4,18.82,29.2,75.2,1525,Forest Soil,20,0
2019,3,Shillong,Meghalaya,118.25,57.5,28.4,64.6,1525,Forest Soil,20,0
2020,3,Shillong,Meghalaya,10.0,3.76,26.9,81.0,1525,Forest Soil,20,0
2021,3,Shillong,Meghalaya,332.86,110.83,29.9,45.6,1525,Forest Soil,20,0
2022,3,Shillong,Meghalaya,30.21,10.51,22.6,63.1,1525,Forest Soil,20,0
2023,3,Shillong,Meghalaya,76.66,16.59,26.7,83.2,1525,Forest Soil,20,0
2024,3,Shillong,Meghalaya,111.31,26.6,24.7,45.4,1525,Forest Soil,20,0
2025,3,Shillong,Meghalaya,246.86,122.5,29.0,81.9,1525,Forest Soil,20,1
2015,4,Shillong,Meghalaya,399.91,135.82,23.2,77.9,1525,Forest Soil,20,1
2016,4,Shillong,Meghalaya,179.33,81.14,27.1,58.1,1525,Forest Soil,20,0
2017,4,Shillong,Meghalaya,207.86,53.4,24.0,78.4,1525,Forest Soil,20,0
